Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.2.0.0-13909-779008a
Validator,HIPBLASLT_VERSION,0.7.0-e08af2c4
Validator,GCN_ARCH_NAME,gfx942:sramecc-:xnack-
Validator,ROCBLAS_VERSION,4.2.0-3b435943-dirty
GemmTunableOp_BFloat16_TN,tn_4096_16384_4096,Gemm_Rocblas_621283687,2.90075
GemmTunableOp_BFloat16_TN,tn_12288_8192_4096,Gemm_Rocblas_621283691,4.35541
GemmTunableOp_BFloat16_TN,tn_4096_12288_4096,Gemm_Rocblas_621283687,2.17931
GemmTunableOp_BFloat16_TN,tn_151936_12288_4096,Default,inf
GemmTunableOp_BFloat16_NN,nn_4096_16384_151936,Default,inf
GemmTunableOp_BFloat16_NN,nn_4096_8192_4096,Gemm_Rocblas_621286266,1.43337
GemmTunableOp_BFloat16_NT,nt_4096_22016_2048,Gemm_Rocblas_621284420,2.23513
GemmTunableOp_BFloat16_NN,nn_4096_16384_12288,Gemm_Rocblas_621286266,8.41949
GemmTunableOp_BFloat16_NT,nt_4096_151936_16384,Default,inf
GemmTunableOp_BFloat16_NT,nt_4096_151936_8192,Default,inf
GemmTunableOp_BFloat16_TN,tn_4096_8192_4096,Gemm_Rocblas_621285541,1.45101
GemmTunableOp_BFloat16_TN,tn_4096_2048_4096,Gemm_Rocblas_621285927,0.380303
GemmTunableOp_BFloat16_TN,tn_151936_2048_4096,Gemm_Rocblas_621283659,14.0655
GemmTunableOp_BFloat16_TN,tn_12288_12288_4096,Gemm_Rocblas_621285562,6.39367
GemmTunableOp_BFloat16_NN,nn_4096_2048_22016,Gemm_Rocblas_621286277,2.02433
GemmTunableOp_BFloat16_NN,nn_11008_12288_4096,Gemm_Rocblas_621286266,5.84757
GemmTunableOp_BFloat16_NT,nt_4096_12288_16384,Gemm_Rocblas_621281939,9.69793
GemmTunableOp_BFloat16_NT,nt_4096_22016_16384,Gemm_Rocblas_621281937,16.7868
GemmTunableOp_BFloat16_NT,nt_4096_12288_8192,Gemm_Rocblas_621284420,4.89597
GemmTunableOp_BFloat16_NT,nt_4096_12288_12288,Gemm_Rocblas_621281939,7.29586
