Validator,PT_VERSION,2.4.0
Validator,ROCM_VERSION,6.2.0.0-13909-779008a
Validator,HIPBLASLT_VERSION,0.7.0-e08af2c4
Validator,GCN_ARCH_NAME,gfx942:sramecc-:xnack-
Validator,ROCBLAS_VERSION,4.2.0-3b435943-dirty
GemmTunableOp_BFloat16_NT,nt_4096_22016_8192,Gemm_Rocblas_621281939,8.48102
GemmTunableOp_BFloat16_NT,nt_4096_12288_2048,Gemm_Rocblas_621284420,1.27138
GemmTunableOp_BFloat16_NN,nn_4096_16384_22016,Gemm_Rocblas_621286266,15.0846
GemmTunableOp_BFloat16_NN,nn_4096_2048_12288,Gemm_Rocblas_621286277,1.11568
GemmTunableOp_BFloat16_TN,tn_4096_16384_11008,Gemm_Rocblas_621285562,7.83957
GemmTunableOp_BFloat16_TN,tn_22016_8192_4096,Gemm_Rocblas_621286020,7.71567
GemmTunableOp_BFloat16_TN,tn_4096_2048_11008,Gemm_Rocblas_621285815,0.958387
GemmTunableOp_BFloat16_TN,tn_22016_12288_4096,Gemm_Rocblas_621286020,11.5222
GemmTunableOp_BFloat16_TN,tn_12288_16384_4096,Gemm_Rocblas_621283687,8.58098
GemmTunableOp_BFloat16_NT,nt_4096_4096_16384,Gemm_Rocblas_621284420,3.28626
GemmTunableOp_BFloat16_NT,nt_11008_4096_8192,Gemm_Rocblas_621281939,4.02606
GemmTunableOp_BFloat16_NT,nt_11008_4096_12288,Gemm_Rocblas_621281937,6.0009
GemmTunableOp_BFloat16_NN,nn_4096_16384_4096,Gemm_Rocblas_621286266,2.85979
GemmTunableOp_BFloat16_NN,nn_4096_8192_12288,Gemm_Rocblas_621286266,4.22771
GemmTunableOp_BFloat16_NN,nn_4096_2048_4096,Default,0.390989
GemmTunableOp_BFloat16_NN,nn_4096_2048_151936,Default,14.0635
GemmTunableOp_BFloat16_NN,nn_4096_12288_22016,Gemm_Rocblas_621286265,11.3994
GemmTunableOp_BFloat16_TN,tn_151936_16384_4096,Default,inf
GemmTunableOp_BFloat16_NN,nn_4096_8192_22016,Gemm_Rocblas_621286266,7.58983
GemmTunableOp_BFloat16_NN,nn_11008_8192_4096,Gemm_Rocblas_621286266,3.96014
GemmTunableOp_BFloat16_NN,nn_11008_2048_4096,Gemm_Hipblaslt_NN_23782,1.0089
GemmTunableOp_BFloat16_NN,nn_4096_12288_4096,Gemm_Rocblas_621286264,2.20768
GemmTunableOp_BFloat16_NT,nt_11008_4096_2048,Gemm_Rocblas_621281935,1.07412
GemmTunableOp_BFloat16_NT,nt_4096_4096_12288,Gemm_Rocblas_621284420,2.47602
GemmTunableOp_BFloat16_NT,nt_4096_151936_12288,Default,inf
GemmTunableOp_BFloat16_NN,nn_11008_16384_4096,Gemm_Rocblas_621286266,7.77374
GemmTunableOp_BFloat16_NN,nn_4096_8192_151936,Default,inf
GemmTunableOp_BFloat16_NN,nn_4096_12288_12288,Gemm_Rocblas_621286265,6.42282
GemmTunableOp_BFloat16_NN,nn_4096_12288_151936,Default,inf
GemmTunableOp_BFloat16_NT,nt_11008_4096_16384,Gemm_Rocblas_621281937,7.9931
GemmTunableOp_BFloat16_NT,nt_4096_4096_2048,Gemm_Rocblas_621284420,0.431997
GemmTunableOp_BFloat16_TN,tn_4096_8192_11008,Gemm_Rocblas_621283687,3.82961
GemmTunableOp_BFloat16_TN,tn_22016_2048_4096,Gemm_Rocblas_621285541,1.90305
GemmTunableOp_BFloat16_NT,nt_4096_4096_8192,Gemm_Rocblas_621284420,1.65196
GemmTunableOp_BFloat16_NT,nt_4096_151936_2048,Gemm_Rocblas_621281938,14.8777
GemmTunableOp_BFloat16_NT,nt_4096_22016_12288,Gemm_Rocblas_621281938,12.6738
GemmTunableOp_BFloat16_TN,tn_22016_16384_4096,Gemm_Rocblas_621286020,15.3891
GemmTunableOp_BFloat16_TN,tn_151936_8192_4096,Default,inf
GemmTunableOp_BFloat16_TN,tn_12288_2048_4096,Gemm_Rocblas_621283659,1.03859
GemmTunableOp_BFloat16_TN,tn_4096_12288_11008,Gemm_Rocblas_621283687,5.83245
